  1.0000000e+000	  3.7206930e+000	  8.6201140e+000	  5.5187650e-001	  0.0000000e+000	  6.2293121e+000	  1.0000000e+000	  1.0000000e+000	  1.0000000e+000	  5.0000000e+000	  2.9655889e-002	  2.9655889e-002	  0.0000000e+000	  3.2226105e-002	  1.3634309e-001	
  3.0000000e+000	  3.2864223e+000	  8.2431970e+000	  2.8514360e-001	  0.0000000e+000	  6.3876590e+000	  1.0000000e+000	  0.0000000e+000	  1.0000000e+000	  6.0000000e+000	  2.0204886e-002	  2.0204886e-002	  1.0000000e+000	  6.1874594e-002	  1.3846693e-001	
  4.0000000e+000	  2.9252562e+000	  7.8556320e+000	  1.8548930e-001	  0.0000000e+000	  6.1456884e+000	  1.0000000e+000	  0.0000000e+000	  1.0000000e+000	  1.0000000e+000	  8.7519000e-002	  8.7519000e-002	  1.0000000e+000	  4.5317885e-002	  8.3889335e-002	
  5.0000000e+000	  3.8043710e+000	  7.9385380e+000	  8.9722500e-002	  0.0000000e+000	  6.1407036e+000	  1.0000000e+000	  0.0000000e+000	  1.0000000e+000	  6.0000000e+000	  2.3625965e-001	  2.5748537e-001	  1.0000000e+000	  4.2860475e-002	  2.0915974e-002	
  6.0000000e+000	  2.4256873e+000	  7.7055690e+000	  3.5333790e-001	  0.0000000e+000	  6.3443390e+000	  1.0000000e+000	  0.0000000e+000	  0.0000000e+000	  3.0000000e+000	  5.8502758e-002	  5.8502758e-002	  0.0000000e+000	  5.0820270e-002	  2.0603739e-001	
  7.0000000e+000	  3.0804869e+000	  8.3253040e+000	  2.5178750e-001	  0.0000000e+000	  6.2867898e+000	  1.0000000e+000	  0.0000000e+000	  1.0000000e+000	  6.0000000e+000	  2.3213902e-002	  2.3213902e-002	  1.0000000e+000	  2.1205764e-002	  1.1585915e-001	
  9.0000000e+000	  3.6011405e+000	  8.2087230e+000	  5.0225510e-001	  0.0000000e+000	  6.3229512e+000	  1.0000000e+000	  0.0000000e+000	  1.0000000e+000	  5.0000000e+000	  1.1103098e-001	  1.1103098e-001	  1.0000000e+000	  6.6604458e-002	  1.9147915e-001	
  1.0000000e+001	  3.0727396e+000	  8.1752550e+000	  0.0000000e+000	  0.0000000e+000	  6.2355742e+000	  1.0000000e+000	  1.0000000e+000	  0.0000000e+000	  6.0000000e+000	  1.3688732e-001	  1.3688732e-001	  0.0000000e+000	  1.5681021e-001	  2.3724760e-001	
  1.1000000e+001	  3.5920932e+000	  8.3504680e+000	  1.2034960e-001	  0.0000000e+000	  6.1992833e+000	  1.0000000e+000	  0.0000000e+000	  1.0000000e+000	  7.0000000e+000	  3.3999924e-002	  5.4401932e-002	  1.0000000e+000	  7.0321586e-002	  1.3534960e-001	
  1.2000000e+001	  2.7652494e+000	  7.9052410e+000	  0.0000000e+000	  0.0000000e+000	  6.1188106e+000	  1.0000000e+000	  0.0000000e+000	  0.0000000e+000	  5.0000000e+000	  2.8596488e-002	  2.8596488e-002	  0.0000000e+000	  0.0000000e+000	  1.1255372e-001	
  1.3000000e+001	  3.3536165e+000	  8.5327190e+000	  2.5442280e-001	  0.0000000e+000	  6.1927248e+000	  1.0000000e+000	  0.0000000e+000	  1.0000000e+000	  1.1000000e+001	  0.0000000e+000	  0.0000000e+000	  1.0000000e+000	  0.0000000e+000	  5.9123275e-002	
  1.4000000e+001	  2.6276352e+000	  7.6290070e+000	  0.0000000e+000	  0.0000000e+000	  6.2573681e+000	  1.0000000e+000	  0.0000000e+000	  0.0000000e+000	  4.0000000e+000	  5.0289659e-002	  1.0133284e-001	  0.0000000e+000	  2.4678239e-002	  1.2565506e-001	
  1.5000000e+001	  2.6454653e+000	  7.7772430e+000	  0.0000000e+000	  0.0000000e+000	  6.2695083e+000	  1.0000000e+000	  0.0000000e+000	  0.0000000e+000	  4.0000000e+000	  1.8209533e-001	  2.0561549e-001	  0.0000000e+000	  7.3592312e-002	  1.4653925e-001	
